"","Survived","Pclass","Sex","Age"
"1130","0","2","female",18
"1131","1","1","female",48
"1132","0","1","female",55
"1133","1","2","female",45
"1134","1","1","male",45
"1135","0","3","male",28.4127147818959
"1136","0","3","male",23.3175293016522
"1137","0","1","male",41
"1138","1","2","female",22
"1139","0","2","male",42
"1140","0","2","female",29
"1141","0","3","female",30.1513201417173
"1142","1","2","female",0.92
"1143","1","3","male",20
"1144","0","1","male",27
"1145","0","3","male",24
"1146","1","3","male",32.5
"1147","0","3","male",37.2802709299383
"1148","0","3","male",47.0524366168068
"1149","0","3","male",28
"1150","1","2","female",19
"1151","0","3","male",21
"1152","0","3","male",36.5
"1153","0","3","male",21
"1154","0","2","female",29
"1155","1","3","female",1
"1156","0","2","male",30
"1157","0","3","male",34.0224985315616
"1158","1","1","male",60.1095558056667
"1159","0","3","male",23.4960898826614
"1160","1","3","female",31.0582271844049
"1161","0","3","male",17
"1162","1","1","male",46
"1163","0","3","male",37.8192622642659
"1164","1","1","female",26
"1165","0","3","female",12.5669357351215
"1166","0","3","male",22.347936341077
"1167","0","2","female",20
"1168","1","2","male",28
"1169","0","2","male",40
"1170","0","2","male",30
"1171","0","2","male",22
"1172","0","3","female",23
"1173","0","3","male",0.75
"1174","1","3","female",17.8716799616523
"1175","0","3","female",9
"1176","1","3","female",2
"1177","0","3","male",36
"1178","1","3","male",-1.28998532094843
"1179","1","1","male",24
"1180","0","3","male",33.4739089042746
"1181","0","3","male",11.3350825775703
"1182","0","1","male",57.4596655005101
"1183","1","3","female",30
"1184","0","3","male",39.6502659405458
"1185","0","1","male",53
"1186","0","3","male",36
"1187","0","3","male",26
"1188","1","2","female",1
"1189","1","3","male",20.3851794301811
"1190","0","1","male",30
"1191","1","3","male",29
"1192","1","3","male",32
"1193","0","2","male",39.0613080188546
"1194","0","2","male",43
"1195","0","3","male",24
"1196","1","3","female",27.0115507176051
"1197","1","1","female",64
"1198","0","1","male",30
"1199","1","3","male",0.83
"1200","1","1","male",55
"1201","0","3","female",45
"1202","0","3","male",18
"1203","0","3","male",22
"1204","0","3","male",30.9057141075033
"1205","0","3","female",37
"1206","1","1","female",55
"1207","1","3","female",17
"1208","0","1","male",57
"1209","1","2","male",19
"1210","0","3","male",27
"1211","0","2","male",22
"1212","0","3","male",26
"1213","0","3","male",25
"1214","0","2","male",26
"1215","0","1","male",33
"1216","1","1","female",39
"1217","0","3","male",23
"1218","0","2","female",12
"1219","1","1","male",46
"1220","0","2","male",29
"1221","0","2","male",21
"1222","1","2","female",48
"1223","1","1","male",39
"1224","0","3","male",32.1111409820133
"1225","0","3","female",19
"1226","0","3","male",27
"1227","1","1","male",30
"1228","0","2","male",32
"1229","0","3","male",39
"1230","0","2","male",25
"1231","0","3","male",19.5661510049791
"1232","0","2","male",18
"1233","0","3","male",32
"1234","1","3","male",-1.98779765411145
"1235","0","1","female",58
"1236","0","3","male",22.8426795921512
"1237","0","3","female",16
"1238","1","2","male",26
"1239","0","3","female",38
"1240","1","2","male",24
"1241","1","2","female",31
"1242","0","1","female",45
"1243","0","2","male",25
"1244","0","2","male",18
"1245","0","2","male",49
"1246","0","3","female",0.17
"1247","1","1","male",50
"1248","1","1","female",59
"1249","0","3","male",-0.727576643369861
"1250","0","3","male",47.0929805675919
"1251","1","3","female",30
"1252","0","3","male",14.5
"1253","1","2","female",24
"1254","1","2","female",31
"1255","0","3","male",27
"1256","1","1","female",25
"1257","0","3","female",7.85309661768792
"1258","0","3","male",31.2270345240292
"1259","0","3","female",22
"1260","1","1","female",45
"1261","0","2","male",29
"1262","0","2","male",21
"1263","1","1","female",31
"1264","0","1","male",49
"1265","0","2","male",44
"1266","0","1","female",54
"1267","1","1","female",45
"1268","1","3","female",22
"1269","0","2","male",21
"1270","0","1","male",55
"1271","0","3","male",5
"1272","0","3","male",45.0196248114897
"1273","1","3","male",26
"1274","1","3","female",26.0866646808385
"1275","1","3","female",19
"1276","0","2","male",28.4368711189162
"1277","1","2","female",24
"1278","0","3","male",24
"1279","0","2","male",57
"1280","0","3","male",21
"1281","0","3","male",6
"1282","0","1","male",23
"1283","1","1","female",51
"1284","1","3","male",13
"1285","1","2","male",47
"1286","0","3","male",29
"1287","1","1","female",18
"1288","1","3","male",24
"1289","1","1","female",48
"1290","0","3","male",22
"1291","0","3","male",31
"1292","1","1","female",30
"1293","0","2","male",38
"1294","1","1","female",22
"1295","0","1","male",17
"1296","0","1","male",43
"1297","0","2","male",20
"1298","0","2","male",23
"1299","1","1","male",50
"1300","1","3","female",24.1388407383679
"1301","1","3","female",3
"1302","1","3","female",11.4260649552785
"1303","0","1","female",37
"1304","0","3","female",28
"1305","0","3","male",46.9622818325977
"1306","1","1","female",39
"1307","0","3","male",38.5
"1308","0","3","male",26.5449136461216
"1309","0","3","male",42.2137126361366
